id,name,surname,adress,birthDate,phoneNumber,sex
725,Svitlana,Usenko,Sambir,2015-07-03 00:00:00,380393470010,f
726,Fedir,Danylenko,Rivne,2008-03-10 00:00:00,380592066021,m
727,Kateryna,Balanenko,Kyiv,2009-04-01 00:00:00,380194478384,f
728,Vitalii,Pavlenko,Strii,2013-08-03 00:00:00,380821533843,m
729,Larysa,Balanenko,Sambir,2009-10-29 00:00:00,380867598560,f
730,Ivan,Lysenko,Pynyani,2009-04-28 00:00:00,380154936642,m
731,Kateryna,Sydorenko,Strii,2007-04-30 00:00:00,380545403790,f
732,Pavlo,Tkachenko,Odesa,2009-06-08 00:00:00,380908734859,m
733,Daryna,Sydorenko,Odesa,2015-05-07 00:00:00,380314873405,f
734,Yevhen,Hrytsenko,Rivne,2013-09-21 00:00:00,380586784492,m
735,Halyna,Usenko,Pynyani,2012-03-13 00:00:00,380220504465,f
736,Ivan,Pavlenko,Odesa,2014-05-20 00:00:00,380003820941,m
737,Nataliia,Vasylchenko,Sambir,2012-07-05 00:00:00,380941217613,f
738,Ivan,Pavlenko,Frankivsk,2016-11-30 00:00:00,380611503677,m
739,Halyna,Fedorenko,Pynyani,2012-03-06 00:00:00,380239052196,f
740,Andrii,Danylenko,Frankivsk,2014-03-13 00:00:00,380397801159,m
741,Veronika,Kovalenko,Pynyani,2010-04-08 00:00:00,380733912876,f
742,Fedir,Usenko,Strii,2014-08-04 00:00:00,380764198034,m
743,Nataliia,Tkachenko,Pynyani,2008-11-07 00:00:00,380281542675,f
744,Fedir,Hrytsenko,Rivne,2013-01-09 00:00:00,380333919503,m
745,Zhanna,Usenko,Rivne,2009-12-05 00:00:00,380710599310,f
746,Oleh,Vasylchenko,Kyiv,2012-12-11 00:00:00,380286943529,m
747,Svitlana,Lysenko,Frankivsk,2016-02-21 00:00:00,380611659204,f
748,Fedir,Ivanchenko,Kyiv,2012-10-30 00:00:00,380729239089,m
749,Kateryna,Oleksiyenko,Kyiv,2011-05-13 00:00:00,380078226745,f
750,Roman,Vasylchenko,Strii,2015-12-11 00:00:00,380433324084,m
751,Veronika,Pavlenko,Rivne,2015-01-16 00:00:00,380225246863,f
752,Bohdan,Sydorenko,Sambir,2016-11-10 00:00:00,380948422129,m
753,Larysa,Antonenko,Pynyani,2015-08-25 00:00:00,380148679748,f
754,Pavlo,Antonenko,Lviv,2015-06-28 00:00:00,380272119536,m
755,Veronika,Oleksiyenko,Kyiv,2009-07-30 00:00:00,380842391205,f
756,Yevhen,Nesterenko,Odesa,2008-04-09 00:00:00,380394879616,m
757,Daryna,Hrytsenko,Odesa,2008-06-03 00:00:00,380952518614,f
758,Vitalii,Kovalko,Sambir,2012-06-20 00:00:00,380983115040,m
759,Mariia,Lysenko,Kyiv,2016-03-03 00:00:00,380463005403,f
760,Roman,Ivanchenko,Pynyani,2011-03-13 00:00:00,380397506284,m
761,Daryna,Danylenko,Kyiv,2007-05-24 00:00:00,380354365384,f
762,Fedir,Bilenko,Odesa,2008-07-07 00:00:00,380819139666,m
763,Nataliia,Hrytsenko,Kyiv,2009-10-26 00:00:00,380910613940,f
764,Pavlo,Antonenko,Strii,2008-05-20 00:00:00,380600079359,m
765,Veronika,Pavlenko,Pynyani,2015-10-23 00:00:00,380902373907,f
766,Roman,Bilenko,Strii,2007-01-02 00:00:00,380125464187,m
767,Kateryna,Kovalko,Strii,2008-05-26 00:00:00,380611371711,f
768,Oleh,Vasylchenko,Frankivsk,2014-03-04 00:00:00,380296955186,m
769,Svitlana,Balanenko,Strii,2010-02-14 00:00:00,380205888087,f
770,Vitalii,Antonenko,Pynyani,2015-06-12 00:00:00,380039088596,m
771,Halyna,Pavlenko,Odesa,2012-09-21 00:00:00,380899304169,f
772,Andrii,Yevdokymenko,Sambir,2009-03-31 00:00:00,380695816859,m
773,Veronika,Antonenko,Strii,2008-07-08 00:00:00,380524187592,f
774,Vitalii,Pavlenko,Rivne,2016-12-03 00:00:00,380798675500,m
775,Svitlana,Antonenko,Rivne,2013-05-10 00:00:00,380034184949,f
776,Pavlo,Sydorenko,Strii,2013-12-09 00:00:00,380726290362,m
777,Zhanna,Oleksiyenko,Pynyani,2015-06-11 00:00:00,380977833374,f
778,Roman,Tkachenko,Strii,2009-12-15 00:00:00,380421780318,m
779,Kateryna,Usenko,Strii,2009-09-05 00:00:00,380798287369,f
780,Roman,Kovalenko,Frankivsk,2014-10-14 00:00:00,380932996674,m
781,Larysa,Usenko,Rivne,2013-07-16 00:00:00,380116139277,f
782,Yevhen,Ivanchenko,Frankivsk,2016-08-29 00:00:00,380255007003,m
783,Zhanna,Hrytsenko,Sambir,2009-02-15 00:00:00,380275482261,f
784,Bohdan,Kovalenko,Rivne,2007-06-26 00:00:00,380618764051,m
785,Svitlana,Sydorenko,Lviv,2008-02-15 00:00:00,380829184314,f
786,Yevhen,Nesterenko,Rivne,2009-03-08 00:00:00,380383818205,m
787,Halyna,Lysenko,Odesa,2008-02-28 00:00:00,380501700333,f
788,Bohdan,Sydorenko,Sambir,2014-12-19 00:00:00,380651158857,m
789,Halyna,Fedorenko,Strii,2013-09-02 00:00:00,380515714953,f
790,Pavlo,Lysenko,Odesa,2014-09-10 00:00:00,380799177917,m
791,Svitlana,Bilenko,Odesa,2015-04-03 00:00:00,380431361588,f
792,Yevhen,Danylenko,Lviv,2016-10-06 00:00:00,380234875369,m
793,Larysa,Tkachenko,Kyiv,2010-01-26 00:00:00,380166863897,f
794,Roman,Hrytsenko,Strii,2012-05-12 00:00:00,380223425228,m
795,Larysa,Lysenko,Strii,2009-10-19 00:00:00,380180089260,f
796,Andrii,Tkachenko,Lviv,2016-02-01 00:00:00,380755340610,m
797,Svitlana,Kovalenko,Kyiv,2010-11-18 00:00:00,380580087012,f
798,Ivan,Lysenko,Rivne,2014-08-19 00:00:00,380097915557,m
799,Veronika,Romanchuko,Sambir,2016-10-10 00:00:00,380233580443,f
800,Roman,Sydorenko,Sambir,2016-08-09 00:00:00,380674525488,m
801,Mariia,Lysenko,Odesa,2013-07-12 00:00:00,380353461633,f
802,Yevhen,Balanenko,Frankivsk,2008-07-26 00:00:00,380866532191,m
803,Svitlana,Tkachenko,Kyiv,2015-11-20 00:00:00,380832521865,f
804,Vitalii,Kovalenko,Kyiv,2013-07-22 00:00:00,380935611635,m
805,Daryna,Balanenko,Pynyani,2012-05-09 00:00:00,380358138281,f
806,Oleh,Ivanchenko,Lviv,2013-12-28 00:00:00,380057892904,m
807,Halyna,Bilenko,Kyiv,2011-06-04 00:00:00,380554066368,f
808,Fedir,Pavlenko,Odesa,2015-04-24 00:00:00,380510765006,m
809,Zhanna,Bilenko,Strii,2008-06-29 00:00:00,380376913631,f
810,Yevhen,Lysenko,Sambir,2008-08-14 00:00:00,380987728141,m
811,Zhanna,Antonenko,Lviv,2007-04-01 00:00:00,380105211660,f
812,Roman,Balanenko,Sambir,2016-07-21 00:00:00,380392626689,m
813,Veronika,Fedorenko,Frankivsk,2007-06-01 00:00:00,380588359590,f
814,Andrii,Pavlenko,Kyiv,2014-07-20 00:00:00,380499397378,m
815,Svitlana,Lysenko,Strii,2013-06-03 00:00:00,380524402138,f
816,Vitalii,Romanchuko,Strii,2015-03-04 00:00:00,380068979401,m
817,Veronika,Oleksiyenko,Pynyani,2011-05-23 00:00:00,380333008905,f
818,Oleh,Ivanchenko,Odesa,2016-10-09 00:00:00,380996796839,m
819,Kateryna,Sydorenko,Lviv,2013-09-22 00:00:00,380357254474,f
820,Fedir,Ivanchenko,Frankivsk,2007-02-20 00:00:00,380247365092,m
821,Zhanna,Antonenko,Strii,2009-02-21 00:00:00,380392946283,f
822,Fedir,Oleksiyenko,Sambir,2016-12-28 00:00:00,380702249542,m
823,Halyna,Usenko,Frankivsk,2013-02-21 00:00:00,380974758597,f
824,Roman,Fedorenko,Odesa,2008-03-04 00:00:00,380843383240,m
825,Nataliia,Pavlenko,Odesa,2007-12-11 00:00:00,380620695776,f
826,Roman,Yevdokymenko,Lviv,2008-05-24 00:00:00,380645459471,m
827,Halyna,Hrytsenko,Strii,2015-04-13 00:00:00,380218068564,f
828,Ivan,Kovalko,Lviv,2014-06-16 00:00:00,380461314971,m
829,Nataliia,Tkachenko,Pynyani,2016-02-11 00:00:00,380926066590,f
830,Oleh,Lysenko,Frankivsk,2010-06-19 00:00:00,380787865500,m
831,Svitlana,Yevdokymenko,Odesa,2008-12-30 00:00:00,380938077025,f
832,Oleh,Vasylchenko,Sambir,2010-10-14 00:00:00,380602525660,m
833,Kateryna,Nesterenko,Kyiv,2007-11-04 00:00:00,380201321683,f
834,Ivan,Kovalko,Frankivsk,2014-07-28 00:00:00,380223702997,m
835,Kateryna,Kovalko,Strii,2015-05-05 00:00:00,380406754518,f
836,Pavlo,Nesterenko,Frankivsk,2013-07-18 00:00:00,380432229392,m
837,Mariia,Kovalenko,Sambir,2012-03-12 00:00:00,380146965728,f
838,Yevhen,Melko,Frankivsk,2016-06-25 00:00:00,380631363943,m
839,Larysa,Vasylchenko,Frankivsk,2016-11-13 00:00:00,380764583675,f
840,Vitalii,Kovalko,Kyiv,2013-01-10 00:00:00,380048474120,m
841,Halyna,Bilenko,Pynyani,2011-05-19 00:00:00,380813168692,f
842,Vitalii,Kovalenko,Lviv,2016-11-20 00:00:00,380064882396,m
843,Kateryna,Yevdokymenko,Strii,2007-03-24 00:00:00,380789685520,f
844,Ivan,Balanenko,Frankivsk,2011-08-25 00:00:00,380727043404,m
845,Kateryna,Pavlenko,Frankivsk,2008-04-18 00:00:00,380688672070,f
846,Oleh,Kovalko,Frankivsk,2016-12-05 00:00:00,380126777947,m
847,Halyna,Kovalko,Pynyani,2015-11-30 00:00:00,380575265989,f
848,Andrii,Kovalko,Odesa,2010-12-03 00:00:00,380117540746,m
849,Svitlana,Kovalko,Kyiv,2010-01-31 00:00:00,380813095391,f
850,Pavlo,Danylenko,Frankivsk,2010-09-08 00:00:00,380396041581,m
851,Nataliia,Usenko,Kyiv,2009-01-27 00:00:00,380746162501,f
852,Oleh,Vasylchenko,Lviv,2010-10-11 00:00:00,380263389382,m
853,Zhanna,Romanchuko,Kyiv,2008-08-18 00:00:00,380684035695,f
854,Fedir,Vasylchenko,Sambir,2011-01-09 00:00:00,380665456036,m
855,Svitlana,Kovalko,Odesa,2010-04-15 00:00:00,380786368469,f
856,Andrii,Melko,Pynyani,2010-03-14 00:00:00,380789427370,m
857,Veronika,Bilenko,Rivne,2015-05-20 00:00:00,380655837490,f
858,Pavlo,Kovalenko,Frankivsk,2012-04-18 00:00:00,380802655286,m
859,Larysa,Yevdokymenko,Odesa,2014-02-28 00:00:00,380387725967,f
860,Yevhen,Hrytsenko,Sambir,2014-06-07 00:00:00,380904317587,m
861,Veronika,Fedorenko,Kyiv,2011-05-18 00:00:00,380003902437,f
862,Roman,Bilenko,Pynyani,2011-12-12 00:00:00,380508980584,m
863,Larysa,Kovalko,Strii,2010-08-03 00:00:00,380668603784,f
864,Andrii,Fedorenko,Lviv,2016-12-24 00:00:00,380602751207,m
865,Larysa,Ivanchenko,Sambir,2014-05-14 00:00:00,380001452078,f
866,Pavlo,Nesterenko,Kyiv,2014-01-08 00:00:00,380484960285,m
867,Zhanna,Balanenko,Rivne,2011-10-09 00:00:00,380224432755,f
868,Oleh,Antonenko,Frankivsk,2008-03-28 00:00:00,380102503890,m
869,Kateryna,Romanchuko,Odesa,2016-10-01 00:00:00,380790787563,f
870,Bohdan,Romanchuko,Sambir,2009-09-17 00:00:00,380718112190,m
871,Nataliia,Antonenko,Sambir,2015-09-30 00:00:00,380899897629,f
872,Vitalii,Lysenko,Kyiv,2008-11-12 00:00:00,380023585725,m
873,Zhanna,Sydorenko,Strii,2009-08-12 00:00:00,380361059609,f
874,Fedir,Vasylchenko,Kyiv,2012-06-22 00:00:00,380518962669,m
875,Zhanna,Antonenko,Sambir,2009-05-09 00:00:00,380606193516,f
876,Oleh,Tkachenko,Frankivsk,2009-05-08 00:00:00,380293159304,m
877,Nataliia,Romanchuko,Pynyani,2014-06-16 00:00:00,380978984586,f
878,Pavlo,Yevdokymenko,Lviv,2011-11-16 00:00:00,380483056091,m
879,Svitlana,Yevdokymenko,Sambir,2010-10-25 00:00:00,380773446891,f
880,Yevhen,Tkachenko,Sambir,2011-06-30 00:00:00,380999755640,m
881,Zhanna,Vasylchenko,Pynyani,2009-04-02 00:00:00,380864308828,f
882,Ivan,Melko,Strii,2009-02-08 00:00:00,380750876902,m
883,Nataliia,Antonenko,Strii,2015-02-07 00:00:00,380548068880,f
884,Ivan,Danylenko,Sambir,2009-01-01 00:00:00,380371400418,m
885,Daryna,Tkachenko,Odesa,2009-10-07 00:00:00,380588502797,f
886,Oleh,Balanenko,Frankivsk,2009-08-01 00:00:00,380770646397,m
887,Svitlana,Lysenko,Kyiv,2012-04-27 00:00:00,380740365773,f
888,Roman,Fedorenko,Strii,2007-09-09 00:00:00,380667894317,m
889,Zhanna,Fedorenko,Frankivsk,2007-01-16 00:00:00,380284680952,f
890,Roman,Romanchuko,Odesa,2012-03-19 00:00:00,380297682235,m
891,Halyna,Romanchuko,Frankivsk,2013-02-11 00:00:00,380244340029,f
892,Andrii,Nesterenko,Odesa,2016-04-10 00:00:00,380910579164,m
893,Veronika,Pavlenko,Lviv,2013-07-18 00:00:00,380117679064,f
894,Vitalii,Kovalko,Strii,2016-07-21 00:00:00,380421589398,m
895,Daryna,Usenko,Strii,2015-06-07 00:00:00,380688251583,f
896,Fedir,Kovalenko,Odesa,2016-02-03 00:00:00,380427029491,m
897,Kateryna,Kovalko,Frankivsk,2012-05-12 00:00:00,380422628894,f
898,Roman,Tkachenko,Strii,2013-03-03 00:00:00,380275073879,m
899,Veronika,Nesterenko,Rivne,2009-01-15 00:00:00,380304935431,f
900,Oleh,Kovalko,Odesa,2011-11-28 00:00:00,380123340936,m
901,Larysa,Pavlenko,Rivne,2012-01-26 00:00:00,380058095237,f
902,Roman,Nesterenko,Rivne,2011-11-15 00:00:00,380941818003,m
903,Halyna,Yevdokymenko,Pynyani,2013-09-09 00:00:00,380072279258,f
904,Pavlo,Melko,Sambir,2016-02-11 00:00:00,380944872345,m
905,Mariia,Yevdokymenko,Odesa,2007-09-05 00:00:00,380268508005,f
906,Pavlo,Kovalko,Rivne,2009-07-07 00:00:00,380986076514,m
907,Daryna,Melko,Odesa,2015-11-07 00:00:00,380956917921,f
908,Oleh,Oleksiyenko,Kyiv,2010-07-21 00:00:00,380045231388,m
909,Daryna,Yevdokymenko,Pynyani,2007-08-09 00:00:00,380221602564,f
910,Andrii,Tkachenko,Sambir,2015-09-02 00:00:00,380289959157,m
911,Veronika,Melko,Strii,2015-04-01 00:00:00,380303287131,f
912,Fedir,Vasylchenko,Pynyani,2015-10-13 00:00:00,380754405134,m
913,Kateryna,Bilenko,Rivne,2015-09-23 00:00:00,380186607286,f
914,Yevhen,Hrytsenko,Strii,2010-01-13 00:00:00,380975106768,m
915,Zhanna,Yevdokymenko,Rivne,2007-11-09 00:00:00,380693710436,f
916,Vitalii,Vasylchenko,Frankivsk,2012-04-30 00:00:00,380065745496,m
917,Veronika,Yevdokymenko,Lviv,2009-08-28 00:00:00,380357607505,f
918,Vitalii,Romanchuko,Odesa,2015-11-27 00:00:00,380024292345,m
919,Veronika,Ivanchenko,Sambir,2009-04-06 00:00:00,380785177241,f
920,Yevhen,Lysenko,Odesa,2014-09-05 00:00:00,380696812593,m
921,Nataliia,Danylenko,Rivne,2011-02-22 00:00:00,380814585159,f
922,Fedir,Bilenko,Lviv,2014-02-23 00:00:00,380808779092,m
923,Kateryna,Oleksiyenko,Odesa,2008-02-15 00:00:00,380835556165,f
924,Fedir,Lysenko,Sambir,2007-02-14 00:00:00,380103826969,m
925,Halyna,Kovalenko,Strii,2013-02-17 00:00:00,380204186489,f
926,Bohdan,Vasylchenko,Lviv,2010-07-31 00:00:00,380315864603,m
927,Svitlana,Bilenko,Frankivsk,2014-09-06 00:00:00,380007255094,f
928,Fedir,Oleksiyenko,Frankivsk,2009-02-05 00:00:00,380426947812,m
929,Svitlana,Fedorenko,Rivne,2015-08-15 00:00:00,380466858486,f
930,Ivan,Balanenko,Odesa,2012-05-14 00:00:00,380968486359,m
931,Nataliia,Lysenko,Pynyani,2016-12-10 00:00:00,380732053681,f
932,Ivan,Usenko,Rivne,2009-04-06 00:00:00,380836261810,m
933,Veronika,Lysenko,Frankivsk,2013-09-08 00:00:00,380134254217,f
934,Roman,Lysenko,Frankivsk,2011-07-13 00:00:00,380977236520,m
935,Zhanna,Ivanchenko,Odesa,2007-04-09 00:00:00,380988357459,f
936,Fedir,Pavlenko,Rivne,2011-01-10 00:00:00,380694869800,m
937,Daryna,Kovalko,Frankivsk,2008-01-15 00:00:00,380287827651,f
938,Yevhen,Romanchuko,Lviv,2008-12-30 00:00:00,380339176779,m
939,Daryna,Kovalko,Lviv,2016-08-17 00:00:00,380149657444,f
940,Andrii,Hrytsenko,Lviv,2008-07-23 00:00:00,380748100501,m
941,Zhanna,Melko,Sambir,2008-08-20 00:00:00,380277734029,f
942,Yevhen,Melko,Strii,2012-09-27 00:00:00,380226584295,m
943,Daryna,Fedorenko,Odesa,2010-07-10 00:00:00,380576559115,f
944,Yevhen,Hrytsenko,Kyiv,2011-06-17 00:00:00,380074885738,m
945,Veronika,Vasylchenko,Odesa,2010-10-28 00:00:00,380726475707,f
946,Vitalii,Yevdokymenko,Rivne,2007-03-18 00:00:00,380195470510,m
947,Halyna,Vasylchenko,Rivne,2011-09-26 00:00:00,380677186723,f
948,Vitalii,Romanchuko,Rivne,2015-11-18 00:00:00,380193925957,m
949,Zhanna,Bilenko,Pynyani,2016-12-11 00:00:00,380863915887,f
950,Roman,Melko,Kyiv,2016-03-16 00:00:00,380750099659,m
951,Larysa,Fedorenko,Pynyani,2011-05-23 00:00:00,380772841639,f
952,Vitalii,Usenko,Odesa,2011-11-10 00:00:00,380516258123,m
953,Zhanna,Melko,Kyiv,2015-02-21 00:00:00,380769710982,f
954,Oleh,Kovalko,Sambir,2013-08-06 00:00:00,380070663970,m
955,Daryna,Hrytsenko,Lviv,2008-01-18 00:00:00,380739885437,f
956,Yevhen,Vasylchenko,Sambir,2016-06-19 00:00:00,380357984781,m
957,Larysa,Kovalko,Rivne,2014-07-30 00:00:00,380738971441,f
958,Yevhen,Pavlenko,Frankivsk,2011-06-01 00:00:00,380624294396,m
959,Kateryna,Bilenko,Kyiv,2012-02-02 00:00:00,380191583320,f
960,Ivan,Bilenko,Pynyani,2016-12-07 00:00:00,380900787387,m
961,Larysa,Fedorenko,Rivne,2009-11-11 00:00:00,380703919655,f
962,Roman,Hrytsenko,Sambir,2010-07-15 00:00:00,380183208921,m
963,Daryna,Usenko,Strii,2015-03-04 00:00:00,380772632633,f
964,Pavlo,Usenko,Rivne,2008-02-09 00:00:00,380443981929,m
965,Kateryna,Kovalko,Frankivsk,2012-05-02 00:00:00,380826736748,f
966,Fedir,Pavlenko,Lviv,2011-07-21 00:00:00,380283701262,m
967,Larysa,Fedorenko,Sambir,2012-04-23 00:00:00,380640637882,f
968,Bohdan,Melko,Pynyani,2015-12-27 00:00:00,380765398930,m
969,Kateryna,Fedorenko,Frankivsk,2013-10-15 00:00:00,380604778195,f
970,Pavlo,Bilenko,Kyiv,2010-07-08 00:00:00,380510647139,m
971,Svitlana,Kovalenko,Kyiv,2016-10-04 00:00:00,380510091648,f
972,Vitalii,Kovalko,Sambir,2009-10-06 00:00:00,380796215866,m
973,Nataliia,Oleksiyenko,Kyiv,2012-11-06 00:00:00,380027182002,f
974,Andrii,Bilenko,Lviv,2015-01-18 00:00:00,380398322300,m
975,Mariia,Antonenko,Frankivsk,2011-01-05 00:00:00,380358860513,f
976,Pavlo,Pavlenko,Strii,2011-03-11 00:00:00,380543203805,m
977,Halyna,Melko,Frankivsk,2010-12-01 00:00:00,380712711529,f
978,Bohdan,Melko,Strii,2009-08-08 00:00:00,380689007696,m
979,Svitlana,Pavlenko,Frankivsk,2015-09-01 00:00:00,380477031254,f
980,Roman,Tkachenko,Odesa,2015-08-17 00:00:00,380066408709,m
981,Halyna,Ivanchenko,Pynyani,2008-07-24 00:00:00,380120706693,f
982,Bohdan,Danylenko,Kyiv,2009-08-02 00:00:00,380667238332,m
983,Veronika,Usenko,Pynyani,2008-08-27 00:00:00,380542904404,f
984,Ivan,Romanchuko,Strii,2012-08-16 00:00:00,380148717323,m
985,Zhanna,Usenko,Sambir,2009-12-24 00:00:00,380899946440,f
986,Ivan,Hrytsenko,Odesa,2011-06-26 00:00:00,380248301129,m
987,Mariia,Kovalenko,Sambir,2016-01-16 00:00:00,380899412303,f
988,Bohdan,Bilenko,Odesa,2016-05-02 00:00:00,380254906138,m
989,Nataliia,Kovalenko,Kyiv,2014-02-02 00:00:00,380809853095,f
990,Oleh,Usenko,Pynyani,2007-11-02 00:00:00,380149717155,m
991,Kateryna,Tkachenko,Rivne,2012-08-12 00:00:00,380510946764,f
992,Bohdan,Danylenko,Pynyani,2014-01-24 00:00:00,380956430035,m
993,Larysa,Bilenko,Odesa,2008-02-18 00:00:00,380518657206,f
994,Roman,Danylenko,Lviv,2008-12-11 00:00:00,380573988524,m
995,Kateryna,Oleksiyenko,Pynyani,2015-04-18 00:00:00,380442544900,f
996,Yevhen,Kovalko,Kyiv,2016-12-29 00:00:00,380073406627,m
997,Mariia,Oleksiyenko,Strii,2010-09-15 00:00:00,380936810826,f
998,Oleh,Hrytsenko,Sambir,2008-07-07 00:00:00,380372963579,m
999,Nataliia,Kovalko,Strii,2012-10-05 00:00:00,380909791696,f
1000,Vitalii,Vasylchenko,Lviv,2015-10-29 00:00:00,380550700194,m
1001,Daryna,Balanenko,Strii,2007-05-29 00:00:00,380326385209,f
1002,Bohdan,Nesterenko,Lviv,2015-03-12 00:00:00,380029838782,m
1003,Kateryna,Antonenko,Rivne,2016-07-01 00:00:00,380569049799,f
1004,Andrii,Usenko,Pynyani,2008-12-05 00:00:00,380499362804,m
1005,Larysa,Bilenko,Sambir,2011-06-01 00:00:00,380068182547,f
1006,Pavlo,Oleksiyenko,Lviv,2007-09-02 00:00:00,380614706998,m
1007,Daryna,Bilenko,Strii,2010-05-15 00:00:00,380006833169,f
1008,Vitalii,Vasylchenko,Odesa,2016-01-23 00:00:00,380274966322,m
1009,Nataliia,Sydorenko,Strii,2015-05-01 00:00:00,380924131129,f
1010,Fedir,Vasylchenko,Rivne,2009-02-17 00:00:00,380210437452,m
1011,Mariia,Kovalenko,Odesa,2012-08-15 00:00:00,380788294528,f
1012,Andrii,Vasylchenko,Kyiv,2007-09-08 00:00:00,380856378721,m
1013,Larysa,Melko,Kyiv,2011-08-26 00:00:00,380223408563,f
1014,Andrii,Yevdokymenko,Kyiv,2016-11-07 00:00:00,380775856764,m
1015,Mariia,Hrytsenko,Lviv,2010-04-28 00:00:00,380129932390,f
1016,Roman,Kovalko,Sambir,2013-08-20 00:00:00,380037951326,m
1017,Nataliia,Vasylchenko,Strii,2015-12-12 00:00:00,380519766355,f
1018,Vitalii,Melko,Frankivsk,2008-03-08 00:00:00,380150941588,m
1019,Nataliia,Bilenko,Strii,2013-09-13 00:00:00,380902269368,f
1020,Yevhen,Kovalko,Odesa,2012-02-20 00:00:00,380067748755,m
1021,Kateryna,Romanchuko,Lviv,2016-03-15 00:00:00,380894441696,f
1022,Ivan,Romanchuko,Odesa,2013-02-16 00:00:00,380373796986,m
1023,Nataliia,Kovalenko,Frankivsk,2011-01-04 00:00:00,380416309653,f
1024,Oleh,Romanchuko,Kyiv,2007-09-10 00:00:00,380117481226,m
1025,Zhanna,Vasylchenko,Odesa,2007-12-23 00:00:00,380236403041,f
1026,Fedir,Balanenko,Frankivsk,2008-03-13 00:00:00,380987239682,m
1027,Veronika,Kovalko,Pynyani,2013-12-01 00:00:00,380638400657,f
1028,Oleh,Lysenko,Frankivsk,2014-04-07 00:00:00,380466463664,m
1029,Kateryna,Kovalenko,Lviv,2015-10-04 00:00:00,380285723341,f
1030,Andrii,Bilenko,Frankivsk,2011-02-27 00:00:00,380435456111,m
1031,Kateryna,Bilenko,Pynyani,2012-11-06 00:00:00,380738592406,f
1032,Bohdan,Vasylchenko,Strii,2013-06-23 00:00:00,380887534458,m
1033,Nataliia,Pavlenko,Frankivsk,2011-01-23 00:00:00,380516518588,f
1034,Bohdan,Tkachenko,Lviv,2016-09-29 00:00:00,380795344728,m
1035,Nataliia,Usenko,Strii,2009-06-22 00:00:00,380548040220,f
1036,Oleh,Pavlenko,Lviv,2009-12-02 00:00:00,380161165029,m
1037,Zhanna,Vasylchenko,Kyiv,2013-06-05 00:00:00,380762047590,f
1038,Bohdan,Vasylchenko,Sambir,2009-03-29 00:00:00,380203423085,m
1039,Svitlana,Bilenko,Strii,2009-09-15 00:00:00,380926033434,f
1040,Vitalii,Ivanchenko,Sambir,2010-06-26 00:00:00,380824074931,m
1041,Mariia,Sydorenko,Pynyani,2007-08-23 00:00:00,380598629367,f
1042,Ivan,Pavlenko,Pynyani,2010-06-16 00:00:00,380236567472,m
1043,Svitlana,Pavlenko,Lviv,2012-01-17 00:00:00,380268793899,f
1044,Vitalii,Tkachenko,Rivne,2007-02-03 00:00:00,380939994397,m
1045,Daryna,Yevdokymenko,Frankivsk,2014-12-02 00:00:00,380956272162,f
1046,Andrii,Pavlenko,Lviv,2014-09-26 00:00:00,380505821883,m
1047,Zhanna,Melko,Rivne,2007-07-18 00:00:00,380274480877,f
1048,Vitalii,Fedorenko,Rivne,2012-08-12 00:00:00,380266991167,m
1049,Nataliia,Kovalenko,Frankivsk,2016-06-14 00:00:00,380817495031,f
1050,Vitalii,Romanchuko,Sambir,2015-08-01 00:00:00,380876379558,m
1051,Mariia,Balanenko,Odesa,2015-09-12 00:00:00,380363100752,f
1052,Pavlo,Antonenko,Sambir,2015-09-25 00:00:00,380787258424,m
1053,Daryna,Pavlenko,Odesa,2008-11-14 00:00:00,380362465769,f
1054,Ivan,Sydorenko,Sambir,2009-10-10 00:00:00,380911819042,m
1055,Nataliia,Vasylchenko,Lviv,2009-11-21 00:00:00,380592349679,f
1056,Andrii,Romanchuko,Strii,2013-03-05 00:00:00,380886440615,m
1057,Veronika,Oleksiyenko,Strii,2013-03-13 00:00:00,380658167884,f
1058,Andrii,Romanchuko,Strii,2007-03-03 00:00:00,380820547715,m
1059,Mariia,Vasylchenko,Lviv,2015-01-23 00:00:00,380049833020,f
1060,Yevhen,Oleksiyenko,Strii,2014-08-25 00:00:00,380970036143,m
1061,Zhanna,Tkachenko,Lviv,2008-11-29 00:00:00,380719200727,f
1062,Andrii,Lysenko,Odesa,2009-01-26 00:00:00,380358031950,m
1063,Halyna,Nesterenko,Strii,2011-04-02 00:00:00,380414350770,f
1064,Yevhen,Antonenko,Kyiv,2007-10-16 00:00:00,380071834093,m
1065,Halyna,Balanenko,Sambir,2007-09-27 00:00:00,380032805630,f
1066,Ivan,Usenko,Pynyani,2011-01-22 00:00:00,380084393268,m
1067,Svitlana,Tkachenko,Lviv,2015-01-31 00:00:00,380447749670,f
1068,Ivan,Antonenko,Pynyani,2012-07-27 00:00:00,380523991048,m
1069,Mariia,Pavlenko,Rivne,2011-12-01 00:00:00,380472565850,f
1070,Ivan,Kovalenko,Lviv,2016-05-22 00:00:00,380233177362,m
1071,Veronika,Usenko,Pynyani,2008-09-15 00:00:00,380279307180,f
1072,Ivan,Fedorenko,Kyiv,2016-03-13 00:00:00,380337473959,m
1073,Halyna,Fedorenko,Sambir,2016-08-20 00:00:00,380055557107,f
1074,Vitalii,Kovalko,Lviv,2014-02-27 00:00:00,380445654591,m
1075,Nataliia,Bilenko,Lviv,2014-08-14 00:00:00,380698001481,f
